slug,title,generated_code,status,error
most-popular-video-creator,Most Popular Video Creator,"```python
from typing import List

class Solution:
    def mostPopularCreator(self, creators: List[str], ids: List[str], views: List[int]) -> List[List[str]]:
        from collections import defaultdict
        
        creator_total_views = defaultdict(int)
        creator_videos = defaultdict(list)
        
        for creator, video_id, view in zip(creators, ids, views):
            creator_total_views[creator] += view
            creator_videos[creator].append((view, video_id))
        
        if not creator_total_views:
            return []
        
        max_popularity = max(creator_total_views.values())
        popular_creators = [creator for creator, total in creator_total_views.items() if total == max_popularity]
        
        result = []
        for creator in popular_creators:
            videos = creator_videos[creator]
            max_view = max(v[0] for v in videos)
            candidates = [v[1] for v in videos if v[0] == max_view]
            candidates.sort()
            result.append([creator, candidates[0]])
        
        return result
```",Y,
sum-of-number-and-its-reverse,Sum of Number and Its Reverse,"```python
class Solution:
    def sumOfNumberAndReverse(self, num: int) -> bool:
        for i in range(num + 1):
            reversed_i = int(str(i)[::-1])
            if i + reversed_i == num:
                return True
        return False
```",Y,
bitwise-xor-of-all-pairings,Bitwise XOR of All Pairings,"```python
from typing import List

class Solution:
    def xorAllNums(self, nums1: List[int], nums2: List[int]) -> int:
        xor1 = 0
        xor2 = 0
        len1 = len(nums1)
        len2 = len(nums2)
        
        for num in nums1:
            xor1 ^= num
        
        for num in nums2:
            xor2 ^= num
        
        if len1 % 2 == 0 and len2 % 2 == 0:
            return 0
        elif len1 % 2 == 0:
            return xor1
        elif len2 % 2 == 0:
            return xor2
        else:
            return xor1 ^ xor2
```",Y,
minimize-maximum-of-array,Minimize Maximum of Array,"```python
class Solution:
    def minimizeArrayValue(self, nums: List[int]) -> int:
        total = 0
        res = 0
        for i in range(len(nums)):
            total += nums[i]
            res = max(res, (total + i) // (i + 1))
        return res
```",Y,
range-product-queries-of-powers,Range Product Queries of Powers,"```python
class Solution:
    def productQueries(self, n: int, queries: List[List[int]]) -> List[int]:
        MOD = 10**9 + 7
        powers = []
        current_power = 1
        while current_power <= n:
            if n & current_power:
                powers.append(current_power)
            current_power <<= 1
        
        prefix = [1] * (len(powers) + 1)
        for i in range(len(powers)):
            prefix[i+1] = (prefix[i] * powers[i]) % MOD
        
        answers = []
        for left, right in queries:
            inv = pow(prefix[left], MOD-2, MOD)
            product = (prefix[right+1] * inv) % MOD
            answers.append(product)
        return answers
```",Y,
count-number-of-distinct-integers-after-reverse-operations,Count Number of Distinct Integers After Reverse Operations,"```python
class Solution:
    def countDistinctIntegers(self, nums: List[int]) -> int:
        distinct = set(nums)
        for num in nums:
            reversed_num = int(str(num)[::-1])
            distinct.add(reversed_num)
        return len(distinct)
```",Y,
using-a-robot-to-print-the-lexicographically-smallest-string,Using a Robot to Print the Lexicographically Smallest String,"```python
class Solution:
    def robotWithString(self, s: str) -> str:
        t = []
        res = []
        freq = [0] * 26
        for c in s:
            freq[ord(c) - ord('a')] += 1
        
        for c in s:
            t.append(c)
            freq[ord(c) - ord('a')] -= 1
            while t:
                current = t[-1]
                has_smaller = False
                for i in range(ord(current) - ord('a')):
                    if freq[i] > 0:
                        has_smaller = True
                        break
                if not has_smaller:
                    res.append(t.pop())
                else:
                    break
        return ''.join(res)
```",Y,
find-the-original-array-of-prefix-xor,Find The Original Array of Prefix Xor,"```python
from typing import List

class Solution:
    def findArray(self, pref: List[int]) -> List[int]:
        arr = [pref[0]]
        for i in range(1, len(pref)):
            arr.append(pref[i] ^ pref[i-1])
        return arr
```",Y,
longest-uploaded-prefix,Longest Uploaded Prefix,"```python
class LUPrefix:

    def __init__(self, n: int):
        self.uploaded = set()
        self.longest_prefix = 0

    def upload(self, video: int) -> None:
        self.uploaded.add(video)
        while self.longest_prefix + 1 in self.uploaded:
            self.longest_prefix += 1

    def longest(self) -> int:
        return self.longest_prefix


```",E,生成的代码不包含预期函数名 '__init__'或类名不正确
partition-string-into-substrings-with-values-at-most-k,Partition String Into Substrings With Values at Most K,"```python
class Solution:
    def minimumPartition(self, s: str, k: int) -> int:
        n = len(s)
        res = 0
        current = 0
        for c in s:
            digit = int(c)
            if digit > k:
                return -1
            if current * 10 + digit > k:
                res += 1
                current = digit
            else:
                current = current * 10 + digit
        return res + 1
```",Y,
minimize-xor,Minimize XOR,"```python
class Solution:
    def minimizeXor(self, num1: int, num2: int) -> int:
        count = bin(num2).count('1')
        num1_bits = bin(num1)[2:]
        res = ['0'] * len(num1_bits)
        
        for i in range(len(num1_bits)):
            if count == 0:
                break
            if num1_bits[i] == '1':
                res[i] = '1'
                count -= 1
        
        for i in range(len(num1_bits) - 1, -1, -1):
            if count == 0:
                break
            if res[i] == '0':
                res[i] = '1'
                count -= 1
        
        remaining_bits = []
        while count > 0:
            remaining_bits.append('1')
            count -= 1
        res = remaining_bits + res
        
        return int(''.join(res), 2)
```",Y,
